geo_name,geo_id,race,share
"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",1302200,AAPI,0.02
"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",1302200,Black,0.34
"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",1302200,Hispanic,0.03
"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",1302200,White,0.6
Three Rivers Regional Commission (Northwest)--Carroll County,1302300,AAPI,0.01
Three Rivers Regional Commission (Northwest)--Carroll County,1302300,Black,0.19
Three Rivers Regional Commission (Northwest)--Carroll County,1302300,Hispanic,0.07
Three Rivers Regional Commission (Northwest)--Carroll County,1302300,White,0.7
Atlanta Regional Commission (South Central)--Fayette County,1302400,AAPI,0.05
Atlanta Regional Commission (South Central)--Fayette County,1302400,Black,0.23
Atlanta Regional Commission (South Central)--Fayette County,1302400,Hispanic,0.07
Atlanta Regional Commission (South Central)--Fayette County,1302400,White,0.62
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500,AAPI,0.01
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500,Black,0.12
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500,Hispanic,0.1
"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",1302500,White,0.75
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600,AAPI,0.01
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600,Black,0.04
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600,Hispanic,0.03
"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",1302600,White,0.9
Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700,AAPI,0.02
Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700,Black,0.04
Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700,Hispanic,0.35
Northwest Georgia Regional Commission (North Central)--Whitfield County,1302700,White,0.58
Northwest Georgia Regional Commission (Northeast),1302800,AAPI,0.01
Northwest Georgia Regional Commission (Northeast),1302800,Black,0.02
Northwest Georgia Regional Commission (Northeast),1302800,Hispanic,0.11
Northwest Georgia Regional Commission (Northeast),1302800,White,0.84
Northwest Georgia Regional Commission (East Central)--Bartow County,1302900,AAPI,0.01
Northwest Georgia Regional Commission (East Central)--Bartow County,1302900,Black,0.1
Northwest Georgia Regional Commission (East Central)--Bartow County,1302900,Hispanic,0.09
Northwest Georgia Regional Commission (East Central)--Bartow County,1302900,White,0.77
Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1303001,AAPI,0.06
Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1303001,Black,0.3
Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1303001,Hispanic,0.2
Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,1303001,White,0.42
Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002,AAPI,0.05
Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002,Black,0.21
Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002,Hispanic,0.1
Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,1303002,White,0.61
Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003,AAPI,0.02
Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003,Black,0.38
Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003,Hispanic,0.1
Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,1303003,White,0.48
Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004,AAPI,0.06
Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004,Black,0.37
Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004,Hispanic,0.18
Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,1303004,White,0.37
Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005,AAPI,0.09
Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005,Black,0.07
Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005,Hispanic,0.06
Atlanta Regional Commission (Northwest)--Cobb County (Northeast),1303005,White,0.75
Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101,AAPI,0.02
Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101,Black,0.09
Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101,Hispanic,0.16
Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities,1303101,White,0.71
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,AAPI,0.02
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,Black,0.04
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,Hispanic,0.06
Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities),1303102,White,0.86
Georgia Mountains Regional Commission (North & Northwest),1303200,AAPI,0.01
Georgia Mountains Regional Commission (North & Northwest),1303200,Black,0.01
Georgia Mountains Regional Commission (North & Northwest),1303200,Hispanic,0.04
Georgia Mountains Regional Commission (North & Northwest),1303200,White,0.92
Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300,AAPI,0.13
Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300,Black,0.03
Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300,Hispanic,0.09
Georgia Mountains Regional Commission (Southwest)--Forsyth County,1303300,White,0.72
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,AAPI,0.02
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,Black,0.07
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,Hispanic,0.28
Georgia Mountains Regional Commission (South Central)--Hall County,1303400,White,0.61
Georgia Mountains Regional Commission (Southeast),1303500,AAPI,0.01
Georgia Mountains Regional Commission (Southeast),1303500,Black,0.09
Georgia Mountains Regional Commission (Southeast),1303500,Hispanic,0.08
Georgia Mountains Regional Commission (Southeast),1303500,White,0.8
Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1303600,AAPI,0.04
Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1303600,Black,0.28
Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1303600,Hispanic,0.11
Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,1303600,White,0.55
Northeast Georgia Regional Commission (East),1303700,AAPI,0.02
Northeast Georgia Regional Commission (East),1303700,Black,0.16
Northeast Georgia Regional Commission (East),1303700,Hispanic,0.05
Northeast Georgia Regional Commission (East),1303700,White,0.75
Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1303800,AAPI,0.03
Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1303800,Black,0.09
Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1303800,Hispanic,0.09
Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,1303800,White,0.76
"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1303900,AAPI,0.01
"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1303900,Black,0.19
"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1303900,Hispanic,0.04
"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",1303900,White,0.74
Central Savannah River Area Regional Commission (East Central)--Richmond County,1304000,AAPI,0.02
Central Savannah River Area Regional Commission (East Central)--Richmond County,1304000,Black,0.56
Central Savannah River Area Regional Commission (East Central)--Richmond County,1304000,Hispanic,0.05
Central Savannah River Area Regional Commission (East Central)--Richmond County,1304000,White,0.35
Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1304001,AAPI,0.18
Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1304001,Black,0.21
Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1304001,Hispanic,0.25
Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,1304001,White,0.34
Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1304002,AAPI,0.13
Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1304002,Black,0.16
Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1304002,Hispanic,0.12
Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City,1304002,White,0.57
Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1304003,AAPI,0.09
Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1304003,Black,0.34
Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1304003,Hispanic,0.18
Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City,1304003,White,0.35
Atlanta Regional Commission (Northeast)--Gwinnett County (East),1304004,AAPI,0.09
Atlanta Regional Commission (Northeast)--Gwinnett County (East),1304004,Black,0.22
Atlanta Regional Commission (Northeast)--Gwinnett County (East),1304004,Hispanic,0.13
Atlanta Regional Commission (Northeast)--Gwinnett County (East),1304004,White,0.53
Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1304005,AAPI,0.06
Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1304005,Black,0.47
Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1304005,Hispanic,0.11
Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City,1304005,White,0.33
Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1304006,AAPI,0.14
Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1304006,Black,0.23
Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1304006,Hispanic,0.38
Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City,1304006,White,0.23
Central Savannah River Area Regional Commission (East Central)--Columbia County,1304100,AAPI,0.04
Central Savannah River Area Regional Commission (East Central)--Columbia County,1304100,Black,0.17
Central Savannah River Area Regional Commission (East Central)--Columbia County,1304100,Hispanic,0.07
Central Savannah River Area Regional Commission (East Central)--Columbia County,1304100,White,0.69
Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),1304200,AAPI,0.01
Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),1304200,Black,0.47
Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),1304200,Hispanic,0.03
Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),1304200,White,0.48
Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,1304300,AAPI,0.02
Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,1304300,Black,0.49
Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,1304300,Hispanic,0.08
Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,1304300,White,0.4
Atlanta Regional Commission (Southwest)--Douglas County,1304400,AAPI,0.02
Atlanta Regional Commission (Southwest)--Douglas County,1304400,Black,0.46
Atlanta Regional Commission (Southwest)--Douglas County,1304400,Hispanic,0.1
Atlanta Regional Commission (Southwest)--Douglas County,1304400,White,0.41
Northwest Georgia Regional Commission (Southeast)--Paulding County,1304500,AAPI,0.01
Northwest Georgia Regional Commission (Southeast)--Paulding County,1304500,Black,0.18
Northwest Georgia Regional Commission (Southeast)--Paulding County,1304500,Hispanic,0.06
Northwest Georgia Regional Commission (Southeast)--Paulding County,1304500,White,0.71
Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1304600,AAPI,0.02
Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1304600,Black,0.86
Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1304600,Hispanic,0.03
Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central),1304600,White,0.08
Atlanta Regional Commission (South Central)--Clayton County (South),1305001,AAPI,0.04
Atlanta Regional Commission (South Central)--Clayton County (South),1305001,Black,0.69
Atlanta Regional Commission (South Central)--Clayton County (South),1305001,Hispanic,0.12
Atlanta Regional Commission (South Central)--Clayton County (South),1305001,White,0.13
Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1305002,AAPI,0.07
Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1305002,Black,0.68
Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1305002,Hispanic,0.14
Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City,1305002,White,0.08
Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1306001,AAPI,0.02
Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1306001,Black,0.4
Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1306001,Hispanic,0.06
Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,1306001,White,0.49
Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,1306002,AAPI,0.05
Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,1306002,Black,0.47
Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,1306002,Hispanic,0.07
Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,1306002,White,0.38
"Maui, Kalawao & Kauai Counties",1500100,AAPI,0.39
"Maui, Kalawao & Kauai Counties",1500100,Black,0
"Maui, Kalawao & Kauai Counties",1500100,Hispanic,0.11
"Maui, Kalawao & Kauai Counties",1500100,White,0.3
Hawaii County,1500200,AAPI,0.33
Hawaii County,1500200,Black,0.01
Hawaii County,1500200,Hispanic,0.13
Hawaii County,1500200,White,0.3
Honolulu County--Rural Oahu,1500301,AAPI,0.32
Honolulu County--Rural Oahu,1500301,Black,0.04
Honolulu County--Rural Oahu,1500301,Hispanic,0.17
Honolulu County--Rural Oahu,1500301,White,0.25
Honolulu County--Koolaupoko,1500302,AAPI,0.33
Honolulu County--Koolaupoko,1500302,Black,0.01
Honolulu County--Koolaupoko,1500302,Hispanic,0.09
Honolulu County--Koolaupoko,1500302,White,0.32
Honolulu County--East Honolulu to Kapahulu,1500303,AAPI,0.54
Honolulu County--East Honolulu to Kapahulu,1500303,Black,0.01
Honolulu County--East Honolulu to Kapahulu,1500303,Hispanic,0.05
Honolulu County--East Honolulu to Kapahulu,1500303,White,0.22
Honolulu County--Tantalus to Waikiki,1500304,AAPI,0.58
Honolulu County--Tantalus to Waikiki,1500304,Black,0.02
Honolulu County--Tantalus to Waikiki,1500304,Hispanic,0.07
Honolulu County--Tantalus to Waikiki,1500304,White,0.19
Honolulu County--Nuuanu to Kalihi,1500305,AAPI,0.69
Honolulu County--Nuuanu to Kalihi,1500305,Black,0.01
Honolulu County--Nuuanu to Kalihi,1500305,Hispanic,0.08
Honolulu County--Nuuanu to Kalihi,1500305,White,0.07
Honolulu County--Moanalua to Pearl City,1500306,AAPI,0.49
Honolulu County--Moanalua to Pearl City,1500306,Black,0.04
Honolulu County--Moanalua to Pearl City,1500306,Hispanic,0.11
Honolulu County--Moanalua to Pearl City,1500306,White,0.19
Honolulu County--Central Oahu,1500307,AAPI,0.6
Honolulu County--Central Oahu,1500307,Black,0.01
Honolulu County--Central Oahu,1500307,Hispanic,0.1
Honolulu County--Central Oahu,1500307,White,0.1
Honolulu County--Ewa,1500308,AAPI,0.47
Honolulu County--Ewa,1500308,Black,0.03
Honolulu County--Ewa,1500308,Hispanic,0.13
Honolulu County--Ewa,1500308,White,0.15
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",1600100,AAPI,0.04
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",1600100,Black,0.01
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",1600100,Hispanic,0.04
"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",1600100,White,0.9
"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities",1600200,AAPI,0.02
"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities",1600200,Black,0
"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities",1600200,Hispanic,0.05
"Kootenai County (Northwest)--Coeur d'Alene, Post Falls & Hayden Cities",1600200,White,0.91
Central Idaho--Lewiston City & Nez Perce Reservation,1600300,AAPI,0.04
Central Idaho--Lewiston City & Nez Perce Reservation,1600300,Black,0
Central Idaho--Lewiston City & Nez Perce Reservation,1600300,Hispanic,0.04
Central Idaho--Lewiston City & Nez Perce Reservation,1600300,White,0.89
"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",1600400,AAPI,0.02
"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",1600400,Black,0
"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",1600400,Hispanic,0.12
"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",1600400,White,0.83
Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,1600500,AAPI,0.02
Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,1600500,Black,0
Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,1600500,Hispanic,0.29
Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,1600500,White,0.67
Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,1600600,AAPI,0.02
Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,1600600,Black,0.01
Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,1600600,Hispanic,0.15
Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,1600600,White,0.8
Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,1600701,AAPI,0.04
Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,1600701,Black,0.02
Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,1600701,Hispanic,0.08
Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,1600701,White,0.83
Ada County (Northeast)--Boise (North & West) & Garden City Cities,1600702,AAPI,0.03
Ada County (Northeast)--Boise (North & West) & Garden City Cities,1600702,Black,0.01
Ada County (Northeast)--Boise (North & West) & Garden City Cities,1600702,Hispanic,0.1
Ada County (Northeast)--Boise (North & West) & Garden City Cities,1600702,White,0.83
Ada County (South)--Boise (South) & Kuna Cities,1600800,AAPI,0.03
Ada County (South)--Boise (South) & Kuna Cities,1600800,Black,0.01
Ada County (South)--Boise (South) & Kuna Cities,1600800,Hispanic,0.09
Ada County (South)--Boise (South) & Kuna Cities,1600800,White,0.84
Twin Falls & Cassia Counties--Twin Falls City,1600900,AAPI,0.02
Twin Falls & Cassia Counties--Twin Falls City,1600900,Black,0.01
Twin Falls & Cassia Counties--Twin Falls City,1600900,Hispanic,0.19
Twin Falls & Cassia Counties--Twin Falls City,1600900,White,0.77
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",1601000,AAPI,0.02
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",1601000,Black,0.01
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",1601000,Hispanic,0.27
"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",1601000,White,0.68
"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",1601100,AAPI,0.02
"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",1601100,Black,0
"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",1601100,Hispanic,0.13
"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",1601100,White,0.84
Bonneville County--Idaho Falls City,1601200,AAPI,0.01
Bonneville County--Idaho Falls City,1601200,Black,0
Bonneville County--Idaho Falls City,1601200,Hispanic,0.13
Bonneville County--Idaho Falls City,1601200,White,0.83
"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",1601300,AAPI,0.05
"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",1601300,Black,0.01
"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",1601300,Hispanic,0.1
"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",1601300,White,0.83
"Jo Daviess, Carroll, Whiteside & Lee Counties",1700104,AAPI,0.01
"Jo Daviess, Carroll, Whiteside & Lee Counties",1700104,Black,0.02
"Jo Daviess, Carroll, Whiteside & Lee Counties",1700104,Hispanic,0.08
"Jo Daviess, Carroll, Whiteside & Lee Counties",1700104,White,0.88
Rock Island County,1700105,AAPI,0.03
Rock Island County,1700105,Black,0.1
Rock Island County,1700105,Hispanic,0.13
Rock Island County,1700105,White,0.72
"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",1700202,AAPI,0.01
"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",1700202,Black,0.03
"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",1700202,Hispanic,0.04
"Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",1700202,White,0.91
"Adams, Pike, Brown, Schuyler & Mason Counties",1700300,AAPI,0.01
"Adams, Pike, Brown, Schuyler & Mason Counties",1700300,Black,0.04
"Adams, Pike, Brown, Schuyler & Mason Counties",1700300,Hispanic,0.02
"Adams, Pike, Brown, Schuyler & Mason Counties",1700300,White,0.92
"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",1700401,AAPI,0.01
"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",1700401,Black,0.03
"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",1700401,Hispanic,0.03
"Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",1700401,White,0.92
"Montgomery, Bond, Clinton, Fayette & Effingham Counties",1700501,AAPI,0.01
"Montgomery, Bond, Clinton, Fayette & Effingham Counties",1700501,Black,0.03
"Montgomery, Bond, Clinton, Fayette & Effingham Counties",1700501,Hispanic,0.02
"Montgomery, Bond, Clinton, Fayette & Effingham Counties",1700501,White,0.93
"Douglas, Edgar, Coles & Cumberland Counties",1700600,AAPI,0.01
"Douglas, Edgar, Coles & Cumberland Counties",1700600,Black,0.02
"Douglas, Edgar, Coles & Cumberland Counties",1700600,Hispanic,0.03
"Douglas, Edgar, Coles & Cumberland Counties",1700600,White,0.93
"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",1700700,AAPI,0.01
"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",1700700,Black,0.03
"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",1700700,Hispanic,0.02
"Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",1700700,White,0.93
South & Southeast Illinois,1700800,AAPI,0.01
South & Southeast Illinois,1700800,Black,0.06
South & Southeast Illinois,1700800,Hispanic,0.02
South & Southeast Illinois,1700800,White,0.9
"Jackson, Williamson, Franklin & Perry Counties",1700900,AAPI,0.02
"Jackson, Williamson, Franklin & Perry Counties",1700900,Black,0.07
"Jackson, Williamson, Franklin & Perry Counties",1700900,Hispanic,0.03
"Jackson, Williamson, Franklin & Perry Counties",1700900,White,0.86
"Monroe, Randolph, Washington, Jefferson & Marion Counties",1701001,AAPI,0.01
"Monroe, Randolph, Washington, Jefferson & Marion Counties",1701001,Black,0.05
"Monroe, Randolph, Washington, Jefferson & Marion Counties",1701001,Hispanic,0.02
"Monroe, Randolph, Washington, Jefferson & Marion Counties",1701001,White,0.9
St. Clair County (Central & Northeast),1701104,AAPI,0.02
St. Clair County (Central & Northeast),1701104,Black,0.18
St. Clair County (Central & Northeast),1701104,Hispanic,0.04
St. Clair County (Central & Northeast),1701104,White,0.73
"St. Clair County (Northwest, Southwest & Southeast)",1701105,AAPI,0.02
"St. Clair County (Northwest, Southwest & Southeast)",1701105,Black,0.45
"St. Clair County (Northwest, Southwest & Southeast)",1701105,Hispanic,0.05
"St. Clair County (Northwest, Southwest & Southeast)",1701105,White,0.47
Madison County (East),1701204,AAPI,0.02
Madison County (East),1701204,Black,0.06
Madison County (East),1701204,Hispanic,0.03
Madison County (East),1701204,White,0.87
"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",1701205,AAPI,0.01
"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",1701205,Black,0.11
"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",1701205,Hispanic,0.03
"Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",1701205,White,0.83
Sangamon County--Springfield City,1701300,AAPI,0.02
Sangamon County--Springfield City,1701300,Black,0.13
Sangamon County--Springfield City,1701300,Hispanic,0.02
Sangamon County--Springfield City,1701300,White,0.8
Macon County--Decatur City,1701500,AAPI,0.01
Macon County--Decatur City,1701500,Black,0.15
Macon County--Decatur City,1701500,Hispanic,0.02
Macon County--Decatur City,1701500,White,0.76
"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1701602,AAPI,0.01
"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1701602,Black,0.02
"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1701602,Hispanic,0.02
"Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",1701602,White,0.94
Peoria County--Peoria City,1701701,AAPI,0.04
Peoria County--Peoria City,1701701,Black,0.18
Peoria County--Peoria City,1701701,Hispanic,0.05
Peoria County--Peoria City,1701701,White,0.7
Tazewell County,1701900,AAPI,0.01
Tazewell County,1701900,Black,0.01
Tazewell County,1701900,Hispanic,0.02
Tazewell County,1701900,White,0.94
McLean County,1702000,AAPI,0.05
McLean County,1702000,Black,0.08
McLean County,1702000,Hispanic,0.05
McLean County,1702000,White,0.79
Champaign County--Champaign & Urbana Cities,1702100,AAPI,0.11
Champaign County--Champaign & Urbana Cities,1702100,Black,0.13
Champaign County--Champaign & Urbana Cities,1702100,Hispanic,0.06
Champaign County--Champaign & Urbana Cities,1702100,White,0.67
"Livingston, Ford, Iroquois & Vermilion Counties",1702200,AAPI,0.01
"Livingston, Ford, Iroquois & Vermilion Counties",1702200,Black,0.08
"Livingston, Ford, Iroquois & Vermilion Counties",1702200,Hispanic,0.05
"Livingston, Ford, Iroquois & Vermilion Counties",1702200,White,0.84
Kankakee County,1702300,AAPI,0.01
Kankakee County,1702300,Black,0.15
Kankakee County,1702300,Hispanic,0.1
Kankakee County,1702300,White,0.72
LaSalle County,1702400,AAPI,0.01
LaSalle County,1702400,Black,0.03
LaSalle County,1702400,Hispanic,0.1
LaSalle County,1702400,White,0.85
"Knox, Stark, Bureau, Marshall & Woodford Counties",1702501,AAPI,0.01
"Knox, Stark, Bureau, Marshall & Woodford Counties",1702501,Black,0.03
"Knox, Stark, Bureau, Marshall & Woodford Counties",1702501,Hispanic,0.05
"Knox, Stark, Bureau, Marshall & Woodford Counties",1702501,White,0.89
DeKalb County,1702601,AAPI,0.02
DeKalb County,1702601,Black,0.08
DeKalb County,1702601,Hispanic,0.11
DeKalb County,1702601,White,0.77
Stephenson & Ogle Counties,1702700,AAPI,0.01
